distributed_link,beauty_count,sports_count,society_count,control_society_count
https://www.tiktok.com/@shazabfarooqui/video/7334095065071029547,7,7,7,7
https://www.tiktok.com/@shereeneidriss/video/7343021997191941418,0,7,7,7
https://www.tiktok.com/@shereeneidriss/video/7356039120021376302,7,7,7,7
https://www.tiktok.com/@shhhhimeating/video/7335151140415311146,7,7,7,7
https://www.tiktok.com/@songofskin/video/7322451384014507307?q=korean%20skincare&t=1713318053671,7,7,7,7
https://www.tiktok.com/@sophiesophss/video/7356733416546602282,2,7,7,7
https://www.tiktok.com/@spartanpuckpht/video/7326204935874350378,7,7,7,4
https://www.tiktok.com/@storytoknow13/video/7349268064854117664,6,7,7,7
https://www.tiktok.com/@taylerfit/video/7287664074081586438?q=workout&t=1713313864755,7,7,7,7
https://www.tiktok.com/@taylorhartmann_hair/video/7322303826210458922,7,7,7,7
https://www.tiktok.com/@thatfoodielyss/video/7323797404011089198,7,7,7,7
https://www.tiktok.com/@the_inconvenient_truth88/video/7357026311220612394,1,7,7,7
https://www.tiktok.com/@thefitmamalife/video/7328925121014500650?q=workout&t=1713313864755,7,7,7,7
https://www.tiktok.com/@theglowupsgal/video/7339696804839165227,5,7,7,0
https://www.tiktok.com/@themaybeseanc/video/7325472083813666091,7,7,6,1
https://www.tiktok.com/@theunexpectedspy/video/7346342355999460639,4,7,5,3
https://www.tiktok.com/@tndtok/video/7343390993674177838,7,7,7,7
https://www.tiktok.com/@tpendergrass23/video/7354818318777306414,7,7,7,7
https://www.tiktok.com/@trackvortex/video/7350367044488957214,1,7,7,7
https://www.tiktok.com/@truecrimerecaps/video/7351505891239251242,7,3,0,1
https://www.tiktok.com/@tufutbolfavorito/video/7343826274500021546,0,0,0,0
https://www.tiktok.com/@underthedesknews/video/7355878522696600874,7,7,7,7
https://www.tiktok.com/@user7282247529/video/7356325315381153066,0,0,0,0
https://www.tiktok.com/@wffnews/video/7327397121571835178,7,6,7,5
https://www.tiktok.com/@whitneyysimmons/video/7324808052903873834,7,7,7,3
https://www.tiktok.com/@y0mads/video/7323968997601611054,7,7,7,7
https://www.tiktok.com/@yourfavoriteguy/video/7337028694449458474,4,7,7,7
https://www.tiktok.com/@zambriiy/video/7324528286183345454,7,7,7,7
https://www.tiktok.com/@zion1edit/video/7326072711598361888,7,7,3,5
